pet_id,start,end,duration_sec
spike_recover_slow_taper_ruralmixed_05,2026-01-01 19:50:26,2026-01-01 19:50:29.403702,3.4037023754523528
spike_recover_slow_taper_ruralmixed_05,2026-01-01 14:34:41,2026-01-01 14:34:46.754958,5.754958272782517
spike_recover_slow_taper_ruralmixed_05,2026-01-01 07:25:20,2026-01-01 07:25:22.239339,2.2393391091647024
spike_recover_slow_taper_ruralmixed_05,2026-01-01 10:12:15,2026-01-01 10:12:19.631670,4.631669703525869
spike_recover_slow_taper_ruralmixed_05,2026-01-01 11:38:05,2026-01-01 11:38:09.875437,4.875436848587228
spike_recover_slow_taper_ruralmixed_05,2026-01-01 15:21:45,2026-01-01 15:21:47.738215,2.7382150014604107
spike_recover_slow_taper_ruralmixed_05,2026-01-01 12:34:15,2026-01-01 12:34:20.363275,5.3632747325394465
spike_recover_slow_taper_ruralmixed_05,2026-01-01 11:06:36,2026-01-01 11:06:40.750307,4.750306615651062
spike_recover_slow_taper_ruralmixed_05,2026-01-01 13:23:30,2026-01-01 13:23:34.909004,4.90900424252894
spike_recover_slow_taper_ruralmixed_05,2026-01-01 19:14:58,2026-01-01 19:15:02.905687,4.905687009652091
spike_recover_slow_taper_ruralmixed_05,2026-01-01 05:57:20,2026-01-01 05:57:24.721623,4.721622724543504
spike_recover_slow_taper_ruralmixed_05,2026-01-01 06:54:19,2026-01-01 06:54:23.883296,4.883296477585112
spike_recover_slow_taper_ruralmixed_05,2026-01-01 10:40:46,2026-01-01 10:40:50.695720,4.695720176089399
spike_recover_slow_taper_ruralmixed_05,2026-01-01 20:27:03,2026-01-01 20:27:07.422284,4.422284084837516
spike_recover_slow_taper_ruralmixed_05,2026-01-01 20:45:14,2026-01-01 20:45:18.214948,4.2149475413164055
spike_recover_slow_taper_ruralmixed_05,2026-01-01 02:59:26,2026-01-01 02:59:30.970537,4.970537148938989
spike_recover_slow_taper_ruralmixed_05,2026-01-01 00:33:23,2026-01-01 00:33:26.475783,3.475782821538974
spike_recover_slow_taper_ruralmixed_05,2026-01-02 10:35:36,2026-01-02 10:35:38.552685,2.5526849608157662
spike_recover_slow_taper_ruralmixed_05,2026-01-02 12:51:11,2026-01-02 12:51:14.998842,3.9988422775469745
spike_recover_slow_taper_ruralmixed_05,2026-01-03 18:06:23,2026-01-03 18:06:26.019332,3.019331854626222
spike_recover_slow_taper_ruralmixed_05,2026-01-03 09:10:19,2026-01-03 09:10:24.312453,5.312452533307244
spike_recover_slow_taper_ruralmixed_05,2026-01-03 00:07:01,2026-01-03 00:07:04.978192,3.978191736157131
spike_recover_slow_taper_ruralmixed_05,2026-01-03 17:36:14,2026-01-03 17:36:18.327936,4.327936364328634
spike_recover_slow_taper_ruralmixed_05,2026-01-03 01:15:38,2026-01-03 01:15:43.829499,5.829498688343795
spike_recover_slow_taper_ruralmixed_05,2026-01-03 03:27:45,2026-01-03 03:27:48.288032,3.288032228882117
spike_recover_slow_taper_ruralmixed_05,2026-01-04 18:23:40,2026-01-04 18:23:44.929562,4.929561938297655
spike_recover_slow_taper_ruralmixed_05,2026-01-04 14:13:27,2026-01-04 14:13:32.861784,5.861784450816282
spike_recover_slow_taper_ruralmixed_05,2026-01-04 18:35:42,2026-01-04 18:35:46.493525,4.4935248506318235
spike_recover_slow_taper_ruralmixed_05,2026-01-04 01:39:13,2026-01-04 01:39:15.082724,2.0827238887799644
spike_recover_slow_taper_ruralmixed_05,2026-01-04 07:07:22,2026-01-04 07:07:27.383517,5.3835167765425505
spike_recover_slow_taper_ruralmixed_05,2026-01-04 18:02:54,2026-01-04 18:02:58.951647,4.951646988075523
spike_recover_slow_taper_ruralmixed_05,2026-01-04 16:26:14,2026-01-04 16:26:19.452335,5.452334923598862
spike_recover_slow_taper_ruralmixed_05,2026-01-04 01:19:35,2026-01-04 01:19:38.137836,3.1378361139261868
spike_recover_slow_taper_ruralmixed_05,2026-01-04 15:24:37,2026-01-04 15:24:40.455079,3.4550790647908722
spike_recover_slow_taper_ruralmixed_05,2026-01-04 09:39:16,2026-01-04 09:39:20.445224,4.44522429035203
spike_recover_slow_taper_ruralmixed_05,2026-01-05 11:20:41,2026-01-05 11:20:46.233040,5.233039721308112
spike_recover_slow_taper_ruralmixed_05,2026-01-05 10:15:48,2026-01-05 10:15:52.302975,4.302975080799363
spike_recover_slow_taper_ruralmixed_05,2026-01-05 05:06:42,2026-01-05 05:06:46.931338,4.93133761600074
spike_recover_slow_taper_ruralmixed_05,2026-01-05 15:40:13,2026-01-05 15:40:15.565759,2.5657594196593734
spike_recover_slow_taper_ruralmixed_05,2026-01-05 20:24:28,2026-01-05 20:24:32.997430,4.99742999409222
spike_recover_slow_taper_ruralmixed_05,2026-01-05 14:53:52,2026-01-05 14:53:57.211913,5.211913073295208
spike_recover_slow_taper_ruralmixed_05,2026-01-06 14:26:32,2026-01-06 14:26:35.715512,3.715511511525605
spike_recover_slow_taper_ruralmixed_05,2026-01-06 04:07:34,2026-01-06 04:07:39.612857,5.612856664423198
spike_recover_slow_taper_ruralmixed_05,2026-01-06 08:57:54,2026-01-06 08:57:56.819071,2.8190710165524875
spike_recover_slow_taper_ruralmixed_05,2026-01-06 06:44:03,2026-01-06 06:44:08.275759,5.275758739931877
spike_recover_slow_taper_ruralmixed_05,2026-01-06 23:04:05,2026-01-06 23:04:09.043312,4.043311704881852
spike_recover_slow_taper_ruralmixed_05,2026-01-06 19:43:23,2026-01-06 19:43:25.853741,2.853740753917689
spike_recover_slow_taper_ruralmixed_05,2026-01-06 13:27:47,2026-01-06 13:27:49.112574,2.1125742503982683
spike_recover_slow_taper_ruralmixed_05,2026-01-06 18:58:41,2026-01-06 18:58:45.983162,4.983162364351806
spike_recover_slow_taper_ruralmixed_05,2026-01-06 08:52:11,2026-01-06 08:52:15.252318,4.252317666334038
spike_recover_slow_taper_ruralmixed_05,2026-01-06 20:28:47,2026-01-06 20:28:50.710595,3.710595089051686
spike_recover_slow_taper_ruralmixed_05,2026-01-06 09:23:09,2026-01-06 09:23:14.087889,5.087889431057023
spike_recover_slow_taper_ruralmixed_05,2026-01-06 19:14:44,2026-01-06 19:14:49.871253,5.871252992434419
spike_recover_slow_taper_ruralmixed_05,2026-01-08 21:57:12,2026-01-08 21:57:17.045283,5.045283169320134
spike_recover_slow_taper_ruralmixed_05,2026-01-08 21:53:19,2026-01-08 21:53:22.786316,3.7863155412291825
spike_recover_slow_taper_ruralmixed_05,2026-01-08 11:45:50,2026-01-08 11:45:52.688341,2.688341150973513
spike_recover_slow_taper_ruralmixed_05,2026-01-08 19:02:19,2026-01-08 19:02:24.606052,5.606052130882306
spike_recover_slow_taper_ruralmixed_05,2026-01-08 09:26:14,2026-01-08 09:26:17.663461,3.6634606506386485
spike_recover_slow_taper_ruralmixed_05,2026-01-08 01:44:39,2026-01-08 01:44:43.579238,4.579238207141822
spike_recover_slow_taper_ruralmixed_05,2026-01-08 10:08:30,2026-01-08 10:08:33.040786,3.040786263595428
spike_recover_slow_taper_ruralmixed_05,2026-01-08 15:23:57,2026-01-08 15:23:59.229167,2.229167091401686
spike_recover_slow_taper_ruralmixed_05,2026-01-08 10:10:27,2026-01-08 10:10:30.722096,3.7220964822788787
spike_recover_slow_taper_ruralmixed_05,2026-01-08 17:06:05,2026-01-08 17:06:09.084823,4.084822977122522
spike_recover_slow_taper_ruralmixed_05,2026-01-08 21:44:18,2026-01-08 21:44:23.170731,5.170731349394268
spike_recover_slow_taper_ruralmixed_05,2026-01-08 12:48:11,2026-01-08 12:48:13.790268,2.7902679201931564
spike_recover_slow_taper_ruralmixed_05,2026-01-08 18:16:21,2026-01-08 18:16:24.532844,3.5328437233684093
spike_recover_slow_taper_ruralmixed_05,2026-01-08 00:51:28,2026-01-08 00:51:33.688324,5.688324252438251
spike_recover_slow_taper_ruralmixed_05,2026-01-08 14:58:24,2026-01-08 14:58:28.036846,4.036845609683424
spike_recover_slow_taper_ruralmixed_05,2026-01-09 13:54:50,2026-01-09 13:54:54.189328,4.189328165861089
spike_recover_slow_taper_ruralmixed_05,2026-01-09 02:07:52,2026-01-09 02:07:56.460196,4.460195635701616
spike_recover_slow_taper_ruralmixed_05,2026-01-09 10:40:20,2026-01-09 10:40:25.719207,5.719206628192631
spike_recover_slow_taper_ruralmixed_05,2026-01-09 21:22:09,2026-01-09 21:22:13.591736,4.591735669422439
spike_recover_slow_taper_ruralmixed_05,2026-01-09 09:46:02,2026-01-09 09:46:04.456364,2.4563642780618133
spike_recover_slow_taper_ruralmixed_05,2026-01-09 18:48:24,2026-01-09 18:48:28.743954,4.743954351793479
spike_recover_slow_taper_ruralmixed_05,2026-01-09 04:24:02,2026-01-09 04:24:05.815932,3.8159323468884994
spike_recover_slow_taper_ruralmixed_05,2026-01-09 04:43:45,2026-01-09 04:43:50.608791,5.608791417178791
spike_recover_slow_taper_ruralmixed_05,2026-01-09 12:49:43,2026-01-09 12:49:47.504523,4.504523019169104
spike_recover_slow_taper_ruralmixed_05,2026-01-09 21:49:14,2026-01-09 21:49:16.770653,2.7706533795269372
spike_recover_slow_taper_ruralmixed_05,2026-01-09 09:41:06,2026-01-09 09:41:10.934734,4.934734404132689
spike_recover_slow_taper_ruralmixed_05,2026-01-09 21:27:05,2026-01-09 21:27:10.726472,5.72647154399692
spike_recover_slow_taper_ruralmixed_05,2026-01-09 19:18:50,2026-01-09 19:18:52.376293,2.376292815021633
