pet_id,start,end,duration_sec
questionnaire_consistent_recovery_goldendoodle_13,2026-01-01 00:00:55,2026-01-01 00:01:00.646184,5.6461843484310394
questionnaire_consistent_recovery_goldendoodle_13,2026-01-01 00:06:53,2026-01-01 00:06:58.617389,5.617389332681853
questionnaire_consistent_recovery_goldendoodle_13,2026-01-01 00:12:37,2026-01-01 00:12:45.127819,8.127818530244568
questionnaire_consistent_recovery_goldendoodle_13,2026-01-01 00:18:44,2026-01-01 00:18:51.002407,7.00240698287921
questionnaire_consistent_recovery_goldendoodle_13,2026-01-01 17:27:52,2026-01-01 17:27:59.835627,7.8356265336239925
questionnaire_consistent_recovery_goldendoodle_13,2026-01-01 16:10:02,2026-01-01 16:10:05.435857,3.4358572029095393
questionnaire_consistent_recovery_goldendoodle_13,2026-01-01 14:52:20,2026-01-01 14:52:22.509948,2.5099484177663904
questionnaire_consistent_recovery_goldendoodle_13,2026-01-02 09:25:30,2026-01-02 09:25:36.183289,6.183288642153859
questionnaire_consistent_recovery_goldendoodle_13,2026-01-02 20:07:17,2026-01-02 20:07:22.132237,5.132236945704434
questionnaire_consistent_recovery_goldendoodle_13,2026-01-02 09:28:05,2026-01-02 09:28:07.357038,2.3570376355209643
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:00:29,2026-01-03 22:00:37.723061,8.723060861064603
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:06:23,2026-01-03 22:06:28.788632,5.788632444811462
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:12:27,2026-01-03 22:12:35.405362,8.40536246141774
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:18:18,2026-01-03 22:18:22.337288,4.3372880008088
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:24:43,2026-01-03 22:24:51.701402,8.701402214612383
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:30:15,2026-01-03 22:30:18.688310,3.688309741765659
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:36:38,2026-01-03 22:36:42.946167,4.946166664630674
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:42:48,2026-01-03 22:42:54.622787,6.622787407945718
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:48:08,2026-01-03 22:48:11.831190,3.831190388540555
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 22:54:39,2026-01-03 22:54:45.748999,6.748999459887095
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 20:54:36,2026-01-03 20:54:41.180854,5.180853869438245
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 13:08:30,2026-01-03 13:08:35.259369,5.259369274119277
questionnaire_consistent_recovery_goldendoodle_13,2026-01-03 14:25:21,2026-01-03 14:25:26.772188,5.772187719628599
questionnaire_consistent_recovery_goldendoodle_13,2026-01-04 16:00:02,2026-01-04 16:00:09.508315,7.50831489415198
questionnaire_consistent_recovery_goldendoodle_13,2026-01-04 16:06:11,2026-01-04 16:06:12.956686,1.9566855542601511
questionnaire_consistent_recovery_goldendoodle_13,2026-01-04 16:12:01,2026-01-04 16:12:06.252403,5.252402887691517
questionnaire_consistent_recovery_goldendoodle_13,2026-01-04 16:18:59,2026-01-04 16:19:03.552608,4.552607650461447
questionnaire_consistent_recovery_goldendoodle_13,2026-01-04 14:08:13,2026-01-04 14:08:21.279595,8.279594629079051
questionnaire_consistent_recovery_goldendoodle_13,2026-01-04 20:19:41,2026-01-04 20:19:48.793198,7.793198132692376
questionnaire_consistent_recovery_goldendoodle_13,2026-01-04 06:11:52,2026-01-04 06:11:54.918396,2.918396198634387
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:00:29,2026-01-05 00:00:37.775838,8.775837717225047
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:06:43,2026-01-05 00:06:49.280362,6.280362347047668
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:12:11,2026-01-05 00:12:18.694254,7.69425366774983
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:18:12,2026-01-05 00:18:21.007540,9.007539862883919
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:24:31,2026-01-05 00:24:35.704863,4.704863199037715
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:30:28,2026-01-05 00:30:32.768292,4.768291715862795
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:36:15,2026-01-05 00:36:18.060407,3.060406721252819
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:42:52,2026-01-05 00:42:59.476022,7.476022192255825
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:48:27,2026-01-05 00:48:33.959525,6.95952488280405
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:54:03,2026-01-05 00:54:06.565254,3.5652540069763923
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:27,2026-01-05 00:59:33.734973,6.734973120451988
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:49,2026-01-05 00:59:52.671736,3.671736055173209
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:15,2026-01-05 00:59:23.583415,8.583415016072744
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:24,2026-01-05 00:59:31.442957,7.442957199170863
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:39,2026-01-05 00:59:43.491012,4.491012294852331
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:15,2026-01-05 00:59:19.465150,4.465150099265987
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:54,2026-01-05 01:00:00.165367,6.165366754225147
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:03,2026-01-05 00:59:07.849252,4.8492517572705065
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:46,2026-01-05 00:59:49.182675,3.1826746726779187
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 00:59:00,2026-01-05 00:59:06.652321,6.652321235091372
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 17:51:45,2026-01-05 17:51:47.889169,2.889169026216128
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 17:01:15,2026-01-05 17:01:22.344192,7.34419150212231
questionnaire_consistent_recovery_goldendoodle_13,2026-01-05 17:28:36,2026-01-05 17:28:39.352391,3.3523910996977446
questionnaire_consistent_recovery_goldendoodle_13,2026-01-06 23:00:31,2026-01-06 23:00:35.497032,4.497032275400906
questionnaire_consistent_recovery_goldendoodle_13,2026-01-06 23:06:57,2026-01-06 23:06:58.897873,1.8978727329252796
questionnaire_consistent_recovery_goldendoodle_13,2026-01-06 23:12:40,2026-01-06 23:12:41.875609,1.875609394808887
questionnaire_consistent_recovery_goldendoodle_13,2026-01-06 23:18:32,2026-01-06 23:18:39.716635,7.716635325380013
questionnaire_consistent_recovery_goldendoodle_13,2026-01-06 23:24:04,2026-01-06 23:24:08.960712,4.9607124242265455
questionnaire_consistent_recovery_goldendoodle_13,2026-01-06 23:30:20,2026-01-06 23:30:24.441639,4.4416387347740365
questionnaire_consistent_recovery_goldendoodle_13,2026-01-06 23:36:03,2026-01-06 23:36:11.574307,8.57430717272064
questionnaire_consistent_recovery_goldendoodle_13,2026-01-06 23:42:59,2026-01-06 23:43:05.246911,6.246910952155828
