pet_id,start,end,duration_sec
decline_moderate_recovery_goldendoodle_03,2026-01-01 07:58:00,2026-01-01 07:58:04.961128,4.961128236728162
decline_moderate_recovery_goldendoodle_03,2026-01-01 02:15:00,2026-01-01 02:15:07.010638,7.010637622866756
decline_moderate_recovery_goldendoodle_03,2026-01-01 23:43:50,2026-01-01 23:43:57.392290,7.3922902020215036
decline_moderate_recovery_goldendoodle_03,2026-01-01 09:29:19,2026-01-01 09:29:25.510246,6.510246210567224
decline_moderate_recovery_goldendoodle_03,2026-01-02 12:12:23,2026-01-02 12:12:28.078179,5.0781791708941215
decline_moderate_recovery_goldendoodle_03,2026-01-02 04:34:31,2026-01-02 04:34:37.069682,6.069681849359919
decline_moderate_recovery_goldendoodle_03,2026-01-02 22:58:05,2026-01-02 22:58:10.251364,5.251364226430601
decline_moderate_recovery_goldendoodle_03,2026-01-02 18:25:28,2026-01-02 18:25:32.186057,4.186057348863287
decline_moderate_recovery_goldendoodle_03,2026-01-02 09:04:23,2026-01-02 09:04:28.149866,5.149865772290722
decline_moderate_recovery_goldendoodle_03,2026-01-02 01:49:29,2026-01-02 01:49:35.461550,6.461549539293834
decline_moderate_recovery_goldendoodle_03,2026-01-02 01:15:46,2026-01-02 01:15:51.501928,5.501927989156635
decline_moderate_recovery_goldendoodle_03,2026-01-02 11:46:15,2026-01-02 11:46:18.927769,3.927769151621592
decline_moderate_recovery_goldendoodle_03,2026-01-02 18:21:38,2026-01-02 18:21:42.823689,4.823689015968755
decline_moderate_recovery_goldendoodle_03,2026-01-02 19:57:54,2026-01-02 19:58:00.037532,6.037531846494771
decline_moderate_recovery_goldendoodle_03,2026-01-02 00:51:28,2026-01-02 00:51:32.439996,4.439996476454628
decline_moderate_recovery_goldendoodle_03,2026-01-02 14:29:23,2026-01-02 14:29:27.395204,4.395204044922004
decline_moderate_recovery_goldendoodle_03,2026-01-02 16:52:04,2026-01-02 16:52:08.635286,4.635286349044793
decline_moderate_recovery_goldendoodle_03,2026-01-02 02:56:48,2026-01-02 02:56:54.509170,6.509169732320071
decline_moderate_recovery_goldendoodle_03,2026-01-02 03:50:49,2026-01-02 03:50:54.969239,5.969238595572488
decline_moderate_recovery_goldendoodle_03,2026-01-02 11:53:38,2026-01-02 11:53:45.015534,7.015534458052974
decline_moderate_recovery_goldendoodle_03,2026-01-02 13:08:10,2026-01-02 13:08:14.068031,4.068030727202425
decline_moderate_recovery_goldendoodle_03,2026-01-02 15:15:50,2026-01-02 15:15:56.318170,6.318169796793771
decline_moderate_recovery_goldendoodle_03,2026-01-02 09:26:35,2026-01-02 09:26:39.407732,4.407731693699937
decline_moderate_recovery_goldendoodle_03,2026-01-03 23:46:32,2026-01-03 23:46:40.176758,8.176758028337101
decline_moderate_recovery_goldendoodle_03,2026-01-03 18:04:06,2026-01-03 18:04:12.409619,6.4096194555836785
decline_moderate_recovery_goldendoodle_03,2026-01-03 16:03:16,2026-01-03 16:03:23.424103,7.424103384126883
decline_moderate_recovery_goldendoodle_03,2026-01-03 20:24:16,2026-01-03 20:24:23.761183,7.761183201644966
decline_moderate_recovery_goldendoodle_03,2026-01-03 13:03:48,2026-01-03 13:03:52.668421,4.668421079717174
