pet_id,start,end,duration_sec
single_day_spike_extreme_maltese_15,2026-01-02 07:07:19,2026-01-02 07:07:20.111472,1.1114718644721406
single_day_spike_extreme_maltese_15,2026-01-04 19:17:08,2026-01-04 19:17:09.720504,1.7205041082131636
single_day_spike_extreme_maltese_15,2026-01-04 07:06:25,2026-01-04 07:06:27.817468,2.817467644258199
single_day_spike_extreme_maltese_15,2026-01-04 06:18:17,2026-01-04 06:18:18.032932,1.0329315586681653
single_day_spike_extreme_maltese_15,2026-01-07 07:39:01,2026-01-07 07:39:03.006905,2.0069054946412224
single_day_spike_extreme_maltese_15,2026-01-08 20:08:35,2026-01-08 20:08:36.207055,1.2070545819640055
single_day_spike_extreme_maltese_15,2026-01-08 01:21:34,2026-01-08 01:21:36.021791,2.0217910108085198
single_day_spike_extreme_maltese_15,2026-01-10 12:41:16,2026-01-10 12:41:18.744947,2.744946700783548
single_day_spike_extreme_maltese_15,2026-01-15 17:45:54,2026-01-15 17:45:56.927980,2.927980416588751
single_day_spike_extreme_maltese_15,2026-01-16 23:41:24,2026-01-16 23:41:25.124669,1.1246693963841328
single_day_spike_extreme_maltese_15,2026-01-18 06:15:30,2026-01-18 06:15:31.158364,1.1583638486773604
single_day_spike_extreme_maltese_15,2026-01-19 18:03:27,2026-01-19 18:03:29.551258,2.551257670355807
single_day_spike_extreme_maltese_15,2026-01-19 19:57:50,2026-01-19 19:57:51.585123,1.5851232729062823
single_day_spike_extreme_maltese_15,2026-01-20 23:04:38,2026-01-20 23:04:40.875853,2.8758534908327027
single_day_spike_extreme_maltese_15,2026-01-21 11:54:09,2026-01-21 11:54:10.760305,1.7603051855073584
single_day_spike_extreme_maltese_15,2026-01-21 06:21:31,2026-01-21 06:21:33.566346,2.566346202576039
single_day_spike_extreme_maltese_15,2026-01-22 05:43:13,2026-01-22 05:43:14.874903,1.8749027903865592
single_day_spike_extreme_maltese_15,2026-01-22 21:42:11,2026-01-22 21:42:13.278367,2.278366920457106
single_day_spike_extreme_maltese_15,2026-01-23 15:43:59,2026-01-23 15:44:00.829694,1.829693933830127
single_day_spike_extreme_maltese_15,2026-01-23 19:45:17,2026-01-23 19:45:19.731176,2.731175992105764
single_day_spike_extreme_maltese_15,2026-01-23 13:21:07,2026-01-23 13:21:09.880809,2.8808087520308856
single_day_spike_extreme_maltese_15,2026-01-24 21:36:00,2026-01-24 21:36:01.714735,1.7147350441982763
single_day_spike_extreme_maltese_15,2026-01-25 11:03:14,2026-01-25 11:03:15.287101,1.2871014101413836
single_day_spike_extreme_maltese_15,2026-01-26 09:33:04,2026-01-26 09:33:07.929073,3.929072854551574
single_day_spike_extreme_maltese_15,2026-01-26 01:17:30,2026-01-26 01:17:35.260843,5.260843440672459
single_day_spike_extreme_maltese_15,2026-01-26 02:14:48,2026-01-26 02:14:53.133397,5.133397133818757
single_day_spike_extreme_maltese_15,2026-01-26 02:00:00,2026-01-26 02:00:05.000000,5.0
single_day_spike_extreme_maltese_15,2026-01-27 07:08:22,2026-01-27 07:08:24.421364,2.4213639794489255
single_day_spike_extreme_maltese_15,2026-01-29 05:21:22,2026-01-29 05:21:23.191313,1.19131325476104
single_day_spike_extreme_maltese_15,2026-01-29 13:03:09,2026-01-29 13:03:11.206285,2.2062851152317764
single_day_spike_extreme_maltese_15,2026-01-30 12:25:59,2026-01-30 12:26:00.253865,1.253865130083409
single_day_spike_extreme_maltese_15,2026-01-30 18:32:29,2026-01-30 18:32:31.941638,2.941638348172736
single_day_spike_extreme_maltese_15,2026-01-31 17:08:48,2026-01-31 17:08:50.690970,2.690970133180522
single_day_spike_extreme_maltese_15,2026-02-01 11:50:50,2026-02-01 11:50:52.323868,2.3238682991934274
single_day_spike_extreme_maltese_15,2026-02-02 10:01:17,2026-02-02 10:01:18.166823,1.166822646205899
single_day_spike_extreme_maltese_15,2026-02-03 01:42:22,2026-02-03 01:42:23.021548,1.0215477709213503
